league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,entrena,confianza,cluster,dist_centroide
ENG-Premier League,2324,Arsenal,Aaron Ramsdale,ENG,GK,25.0,1998.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,15.8,6,90.0,6,0,,31,2.67,11.0,5.0,6.0,1.0,-0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,5.0,0.83,14.0,9.0,64.3,5.0,1.0,0.0,2.0,33.3,0.0,0.0,0.0,0.0,,False,baja,2,3.3044590160661524
ENG-Premier League,2324,Arsenal,David Raya,ESP,GK,27.0,1995.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,84.2,32,90.0,32,0,,3,2.28,80.0,24.0,56.0,1.75,0.75,0.0,0.0,4.0,0.0,0.0,0.0,1.0,,,0.0,24.0,0.75,69.0,45.0,65.2,23.0,4.0,5.0,14.0,43.8,3.0,2.0,1.0,0.0,33.3,True,alta,2,2.728277826372804
ENG-Premier League,2324,Aston Villa,Emiliano Martínez,ARG,GK,30.0,1992.0,34.0,34.0,3015.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,89.0,88.2,34,89.0,33,0,,0,1.91,72.0,48.0,24.0,0.72,2.72,0.0,1.0,7.0,0.0,0.0,0.0,0.0,,,2.0,48.0,1.43,143.0,95.0,66.4,19.0,8.0,7.0,7.0,20.6,1.0,1.0,0.0,0.0,0.0,True,alta,0,1.5217580416158998
ENG-Premier League,2324,Bournemouth,Neto,BRA,GK,34.0,1989.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,84.2,32,90.0,32,0,,4,1.22,46.0,55.0,-9.0,-0.28,0.39,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,55.0,1.72,167.0,112.0,67.1,10.0,9.0,13.0,7.0,21.9,6.0,5.0,1.0,0.0,16.7,True,alta,1,1.8802274397195553
ENG-Premier League,2324,Brentford,Mark Flekken,NED,GK,30.0,1993.0,37.0,37.0,3285.0,36.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,36.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,89.0,96.1,37,89.0,36,0,,0,1.05,53.0,63.0,-10.0,-0.27,-0.94,0.0,2.0,4.0,0.0,0.0,0.0,1.0,,,0.0,63.0,1.73,178.0,115.0,64.6,10.0,9.0,18.0,7.0,18.9,2.0,2.0,0.0,0.0,0.0,True,alta,0,1.6850722945030352
ENG-Premier League,2324,Brighton,Bart Verbruggen,NED,GK,20.0,2002.0,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,55.3,21,90.0,21,0,,17,1.38,31.0,28.0,3.0,0.14,0.73,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,,0.0,28.0,1.33,93.0,65.0,69.9,7.0,8.0,6.0,4.0,19.0,3.0,3.0,0.0,0.0,0.0,True,alta,0,1.3662178032421701
ENG-Premier League,2324,Brighton,Jason Steele,ENG,GK,32.0,1990.0,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,44.7,17,90.0,17,0,,21,1.12,24.0,34.0,-10.0,-0.59,-0.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,34.0,2.0,77.0,43.0,55.8,5.0,4.0,8.0,2.0,11.8,3.0,3.0,0.0,0.0,0.0,True,alta,1,1.980786483546586
ENG-Premier League,2324,Burnley,Arijanet Muric,KVX,GK,24.0,1998.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,26.3,10,90.0,10,0,,25,1.0,14.0,16.0,-2.0,-0.2,1.05,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,,1.0,16.0,1.6,79.0,63.0,79.7,2.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,False,baja,0,5.049347320404463
ENG-Premier League,2324,Burnley,James Trafford,ENG,GK,20.0,2002.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,73.7,28,90.0,28,0,,8,0.5,27.0,62.0,-35.0,-1.25,-1.05,0.0,0.0,5.0,0.0,0.0,1.0,1.0,,,0.0,62.0,2.21,168.0,106.0,63.1,3.0,5.0,20.0,2.0,7.1,5.0,5.0,0.0,0.0,0.0,True,alta,1,1.811207896608303
ENG-Premier League,2324,Chelsea,Robert Sánchez,ESP,GK,25.0,1997.0,16.0,16.0,1433.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,41.9,16,90.0,15,0,,2,1.19,26.0,25.0,1.0,0.06,-0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,25.0,1.57,77.0,52.0,67.5,5.0,4.0,7.0,3.0,18.8,3.0,2.0,1.0,0.0,33.3,True,alta,1,0.9182165681537211
ENG-Premier League,2324,Chelsea,Đorđe Petrović,SRB,GK,23.0,1999.0,23.0,22.0,1987.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,86.0,58.1,22,90.0,22,1,7.0,12,1.91,51.0,38.0,13.0,0.59,0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,38.0,1.72,112.0,74.0,66.1,13.0,5.0,4.0,4.0,18.2,2.0,1.0,0.0,1.0,0.0,True,alta,1,1.7865872499885713
ENG-Premier League,2324,Crystal Palace,Dean Henderson,ENG,GK,26.0,1997.0,18.0,18.0,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,47.4,18,90.0,18,0,,7,1.56,36.0,30.0,6.0,0.33,0.68,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,,1.0,30.0,1.67,87.0,57.0,65.5,8.0,4.0,6.0,2.0,11.1,1.0,1.0,0.0,0.0,0.0,True,alta,0,1.7618663831539991
ENG-Premier League,2324,Crystal Palace,Sam Johnstone,ENG,GK,30.0,1993.0,20.0,20.0,1796.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,52.5,20,90.0,19,0,,4,1.05,21.0,27.0,-6.0,-0.3,-0.58,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,27.0,1.35,68.0,41.0,60.3,5.0,6.0,9.0,6.0,30.0,2.0,2.0,0.0,0.0,0.0,True,alta,2,2.7972172782491262
ENG-Premier League,2324,Everton,Jordan Pickford,ENG,GK,29.0,1994.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,100.0,38,90.0,38,0,,0,1.26,40.0,51.0,-11.0,-0.29,,0.0,1.0,6.0,0.0,0.0,0.0,0.0,,,1.0,51.0,1.34,172.0,121.0,70.3,13.0,9.0,16.0,10.0,26.3,8.0,8.0,0.0,0.0,0.0,True,alta,0,1.425911175109039
ENG-Premier League,2324,Fulham,Bernd Leno,GER,GK,31.0,1992.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,100.0,38,90.0,38,0,,0,1.24,55.0,61.0,-6.0,-0.16,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,1.0,61.0,1.61,195.0,134.0,68.7,13.0,8.0,17.0,10.0,26.3,8.0,8.0,0.0,0.0,0.0,True,alta,1,1.422544943277269
ENG-Premier League,2324,Liverpool,Alisson,BRA,GK,30.0,1992.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,73.7,28,90.0,28,0,,0,2.0,60.0,30.0,30.0,1.07,-0.43,0.0,1.0,5.0,0.0,0.0,0.0,0.0,,,0.0,30.0,1.07,112.0,82.0,73.2,16.0,8.0,4.0,7.0,25.0,1.0,1.0,0.0,0.0,0.0,True,alta,0,1.9426193162458611
ENG-Premier League,2324,Liverpool,Caoimhín Kelleher,IRL,GK,24.0,1998.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,26.3,10,90.0,10,0,,27,2.6,26.0,11.0,15.0,1.5,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,11.0,1.1,39.0,28.0,71.8,8.0,2.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,,False,baja,2,2.7507698161705934
ENG-Premier League,2324,Luton Town,Thomas Kaminski,BEL,GK,30.0,1992.0,38.0,38.0,3405.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,99.6,38,90.0,37,0,,0,0.68,52.0,85.0,-33.0,-0.87,-0.87,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,,0.0,85.0,2.25,229.0,144.0,62.9,6.0,8.0,24.0,2.0,5.3,4.0,4.0,0.0,0.0,0.0,True,alta,1,2.186868481772834
ENG-Premier League,2324,Manchester City,Ederson Moraes,BRA,GK,29.0,1993.0,33.0,33.0,2785.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,84.0,81.4,33,84.0,29,0,,2,2.36,78.0,27.0,51.0,1.65,0.09,0.0,2.0,4.0,0.0,0.0,0.0,0.0,,,0.0,27.0,0.87,84.0,57.0,67.9,24.0,6.0,3.0,11.0,33.3,3.0,3.0,0.0,0.0,0.0,True,alta,2,1.7165744028143948
ENG-Premier League,2324,Manchester City,Stefan Ortega,GER,GK,30.0,1992.0,9.0,5.0,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,71.0,18.6,5,90.0,5,4,46.0,29,2.56,18.0,7.0,11.0,1.56,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,7.0,0.99,27.0,20.0,74.1,4.0,1.0,0.0,3.0,60.0,0.0,0.0,0.0,0.0,,False,baja,2,2.7989181510667605
ENG-Premier League,2324,Manchester Utd,André Onana,CMR,GK,27.0,1996.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,100.0,38,90.0,38,0,,0,1.58,57.0,58.0,-1.0,-0.03,,0.0,1.0,4.0,0.0,0.0,0.0,0.0,,,0.0,58.0,1.53,200.0,148.0,71.0,18.0,6.0,14.0,9.0,23.7,7.0,7.0,0.0,0.0,0.0,True,alta,1,1.6453049382627505
ENG-Premier League,2324,Newcastle,Martin Dúbravka,SVK,GK,34.0,1989.0,23.0,22.0,1985.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,86.0,58.0,22,90.0,22,1,5.0,14,1.48,48.0,42.0,6.0,0.27,-0.79,0.0,2.0,5.0,0.0,0.0,0.0,0.0,,,0.0,42.0,1.9,129.0,87.0,67.4,9.0,4.0,9.0,5.0,22.7,5.0,4.0,1.0,0.0,20.0,True,alta,0,1.8379685326165751
ENG-Premier League,2324,Newcastle,Nick Pope,ENG,GK,31.0,1992.0,15.0,15.0,1345.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,1.0,0.0,0.0,0.07,0.0,0.0,,0.0,0.0,90.0,39.3,15,90.0,14,0,,3,1.93,36.0,16.0,20.0,1.34,1.21,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,16.0,1.07,59.0,43.0,72.9,9.0,2.0,4.0,6.0,40.0,0.0,0.0,0.0,0.0,,False,baja,2,2.5805874333573344
ENG-Premier League,2324,Nottingham,Matt Turner,USA,GK,29.0,1994.0,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,44.7,17,90.0,17,0,,20,1.11,24.0,29.0,-5.0,-0.29,0.32,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,28.0,1.65,83.0,55.0,66.3,4.0,5.0,8.0,2.0,11.8,2.0,2.0,0.0,0.0,0.0,True,alta,0,0.8844824133732107
ENG-Premier League,2324,Nottingham,Matz Sels,BEL,GK,31.0,1992.0,16.0,16.0,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,42.1,16,90.0,16,0,,0,1.0,22.0,27.0,-5.0,-0.31,0.28,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,27.0,1.69,64.0,37.0,57.8,4.0,4.0,8.0,1.0,6.3,1.0,1.0,0.0,0.0,0.0,True,alta,0,2.7602694739473583
ENG-Premier League,2324,Nottingham,Odysseas Vlachodimos,GRE,GK,29.0,1994.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,13.2,5,90.0,5,0,,14,0.6,6.0,12.0,-6.0,-1.2,-0.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,12.0,2.4,22.0,10.0,45.5,1.0,0.0,4.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,False,baja,1,4.100519580453268
ENG-Premier League,2324,Sheffield United,Ivo Grbić,CRO,GK,27.0,1996.0,9.0,9.0,771.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,86.0,22.5,9,86.0,8,0,,5,0.33,11.0,25.0,-14.0,-1.63,0.23,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,25.0,2.92,62.0,37.0,59.7,0.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,,False,baja,1,3.967632747525294
ENG-Premier League,2324,Sheffield United,Wes Foderingham,ENG,GK,32.0,1991.0,30.0,29.0,2649.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,88.0,77.5,29,90.0,29,1,39.0,8,0.43,24.0,79.0,-55.0,-1.87,-0.23,0.0,1.0,12.0,0.0,0.0,0.0,5.0,,,1.0,79.0,2.68,212.0,133.0,62.7,3.0,4.0,22.0,1.0,3.4,6.0,5.0,0.0,1.0,0.0,True,alta,0,3.825088154787712
ENG-Premier League,2324,Tottenham,Guglielmo Vicario,ITA,GK,26.0,1996.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,100.0,38,90.0,38,0,,0,1.74,74.0,61.0,13.0,0.34,,0.0,0.0,8.0,0.0,0.0,1.0,0.0,,,0.0,61.0,1.61,171.0,110.0,64.3,20.0,6.0,12.0,6.0,15.8,7.0,7.0,0.0,0.0,0.0,True,alta,0,1.0707654460278877
ENG-Premier League,2324,West Ham,Alphonse Areola,FRA,GK,30.0,1993.0,31.0,31.0,2699.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,87.0,78.9,31,87.0,28,0,,2,1.35,49.0,53.0,-4.0,-0.13,1.11,0.0,2.0,3.0,0.0,0.0,1.0,1.0,,,1.0,53.0,1.77,189.0,136.0,72.0,11.0,9.0,11.0,4.0,12.9,7.0,5.0,2.0,0.0,28.6,True,alta,1,1.9730617579259861
ENG-Premier League,2324,West Ham,Łukasz Fabiański,POL,GK,38.0,1985.0,10.0,7.0,721.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,72.0,21.1,7,90.0,7,3,30.0,27,1.1,11.0,21.0,-10.0,-1.25,-1.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,21.0,2.62,54.0,33.0,61.1,3.0,1.0,3.0,1.0,14.3,3.0,3.0,0.0,0.0,0.0,False,baja,1,2.9741070137570746
ENG-Premier League,2324,Wolves,José Sá,POR,GK,30.0,1993.0,35.0,35.0,3037.0,33.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,33.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,87.0,88.8,35,87.0,33,0,,0,1.23,47.0,58.0,-11.0,-0.33,0.61,0.0,0.0,9.0,0.0,0.0,0.0,1.0,,,0.0,58.0,1.72,192.0,134.0,69.8,12.0,7.0,16.0,4.0,11.4,8.0,8.0,0.0,0.0,0.0,True,alta,0,2.0254522771694625
ESP-La Liga,2324,Alavés,Antonio Sivera,ESP,GK,26.0,1996.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,89.5,34,90.0,34,0,,4,1.21,32.0,38.0,-6.0,-0.18,0.82,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,38.0,1.12,125.0,87.0,69.6,11.0,8.0,15.0,9.0,26.5,8.0,8.0,0.0,0.0,0.0,True,alta,2,1.4111384132922997
ESP-La Liga,2324,Almería,Luís Maximiano,POR,GK,24.0,1999.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,86.8,33,90.0,33,0,,4,0.52,32.0,63.0,-31.0,-0.94,-0.74,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,,0.0,63.0,1.91,171.0,112.0,63.2,2.0,11.0,20.0,3.0,9.1,7.0,4.0,1.0,2.0,20.0,True,alta,1,0.7103079576858132
ESP-La Liga,2324,Athletic Club,Unai Simón,ESP,GK,26.0,1997.0,36.0,36.0,3182.0,35.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,88.0,93.0,36,88.0,34,0,,1,1.81,58.0,33.0,25.0,0.71,1.09,0.0,0.0,8.0,0.0,0.0,1.0,1.0,,,1.0,33.0,0.93,121.0,91.0,72.7,18.0,11.0,7.0,15.0,41.7,5.0,1.0,3.0,1.0,75.0,True,alta,2,1.8538200184518603
ESP-La Liga,2324,Atlético Madrid,Jan Oblak,SVN,GK,30.0,1993.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,100.0,38,90.0,38,0,,0,2.0,70.0,43.0,27.0,0.71,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,43.0,1.13,144.0,101.0,70.1,24.0,4.0,10.0,11.0,28.9,2.0,1.0,0.0,1.0,0.0,True,alta,2,1.369422870785013
ESP-La Liga,2324,Barcelona,Iñaki Peña,ESP,GK,24.0,1999.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,26.3,10,90.0,10,0,,25,2.0,21.0,17.0,4.0,0.4,-0.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,17.0,1.7,39.0,22.0,56.4,6.0,2.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,,False,baja,0,3.3419856837977244
ESP-La Liga,2324,Barcelona,Marc-André ter Stegen,GER,GK,31.0,1992.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,73.7,28,90.0,28,0,,0,2.32,58.0,27.0,31.0,1.11,0.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,27.0,0.96,102.0,75.0,73.5,20.0,5.0,3.0,12.0,42.9,2.0,2.0,0.0,0.0,0.0,True,alta,2,1.4249723367529898
ESP-La Liga,2324,Celta Vigo,Iván Villar,ESP,GK,26.0,1997.0,12.0,12.0,1014.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,85.0,29.6,12,85.0,11,0,,22,1.0,15.0,19.0,-4.0,-0.36,-0.09,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,18.0,1.6,45.0,27.0,60.0,2.0,4.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,33.3,False,baja,1,3.179636942832319
ESP-La Liga,2324,Celta Vigo,Vicente Guaita,ESP,GK,36.0,1987.0,27.0,26.0,2403.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,89.0,70.3,26,90.0,26,1,63.0,6,1.15,32.0,39.0,-7.0,-0.26,0.09,0.0,1.0,5.0,0.0,0.0,0.0,1.0,,,1.0,39.0,1.46,122.0,83.0,68.0,8.0,7.0,11.0,2.0,7.7,5.0,4.0,0.0,1.0,0.0,True,alta,0,1.4413393472832674
ESP-La Liga,2324,Cádiz,Jeremías Ledesma,ARG,GK,30.0,1993.0,34.0,34.0,3048.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,89.1,34,90.0,33,0,,1,0.88,23.0,47.0,-24.0,-0.71,0.5,0.0,1.0,5.0,0.0,0.0,0.0,1.0,,,0.0,47.0,1.39,152.0,105.0,69.1,6.0,12.0,16.0,7.0,20.6,2.0,2.0,0.0,0.0,0.0,True,alta,0,1.1915149821811475
ESP-La Liga,2324,Getafe,David Soria,ESP,GK,30.0,1993.0,38.0,38.0,3413.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,99.8,38,90.0,37,0,,0,1.13,42.0,52.0,-10.0,-0.26,25.45,0.0,1.0,2.0,0.0,0.0,1.0,0.0,,,0.0,52.0,1.37,174.0,122.0,70.1,10.0,13.0,15.0,10.0,26.3,7.0,5.0,1.0,1.0,16.7,True,alta,2,1.4440764213141093
ESP-La Liga,2324,Girona,Paulo Gazzaniga,ARG,GK,31.0,1992.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,100.0,38,90.0,38,0,,0,2.13,85.0,46.0,39.0,1.03,,0.0,0.0,8.0,0.0,0.0,0.0,1.0,,,0.0,46.0,1.21,164.0,123.0,72.0,25.0,6.0,7.0,9.0,23.7,7.0,5.0,1.0,1.0,16.7,True,alta,0,1.2337439152977256
ESP-La Liga,2324,Granada,André Ferreira,POR,GK,27.0,1996.0,15.0,14.0,1340.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,89.0,39.2,14,90.0,14,1,80.0,6,0.33,12.0,29.0,-17.0,-1.14,-0.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,29.0,1.95,78.0,49.0,62.8,0.0,5.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,False,baja,1,2.6212889614470622
