league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,entrena,confianza,cluster,perfil,dist_centroide
ESP-La Liga,2526,Elche,Rafa Mir,ESP,"FW,MF",28.0,1997.0,27.0,21.0,1803.0,20.0,8.0,0.0,8.0,7.0,1.0,2.0,4.0,0.0,0.4,0.0,0.4,0.35,0.35,20.0,8.0,69.0,36.0,52.2,3.44,1.8,0.12,0.22,1.0,2.0,67.0,52.7,21,80.0,7,6,21.0,3,1.22,30.0,24.0,6.0,0.3,1.08,0.0,39.0,16.0,7.0,19.0,4.0,7.0,,,0.0,,,,,,,,,,,,,,,,True,alta,0,Nueve goleador,2.4812077957529084
ESP-La Liga,2526,Elche,Rodrigo Mendoza,ESP,"MF,FW",20.0,2005.0,16.0,6.0,794.0,8.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,8.8,1.0,11.0,2.0,18.2,1.25,0.23,0.09,0.5,0.0,0.0,50.0,23.2,6,85.0,2,10,29.0,3,0.94,11.0,15.0,-4.0,-0.45,-0.32,0.0,19.0,16.0,2.0,17.0,5.0,9.0,,,0.0,,,,,,,,,,,,,,,,False,baja,3,Extremo de presión,2.3982944535378614
ESP-La Liga,2526,Elche,Álvaro Rodríguez,URU,FW,21.0,2004.0,34.0,24.0,2201.0,24.5,7.0,5.0,12.0,7.0,0.0,0.0,2.0,0.0,0.29,0.2,0.49,0.29,0.49,24.5,7.0,75.0,24.0,32.0,3.07,0.98,0.09,0.29,0.0,0.0,65.0,64.4,24,83.0,12,10,21.0,3,1.06,30.0,36.0,-6.0,-0.25,-0.1,0.0,37.0,49.0,18.0,10.0,4.0,14.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,2.2380671311618867
ESP-La Liga,2526,Espanyol,Javi Puado,ESP,"MF,FW",27.0,1998.0,10.0,8.0,674.0,7.5,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.27,0.0,0.27,0.13,0.13,7.5,2.0,15.0,9.0,60.0,2.0,1.2,0.13,0.22,1.0,2.0,67.0,19.7,8,83.0,3,2,7.0,0,1.3,10.0,13.0,-3.0,-0.4,-0.11,0.0,11.0,7.0,0.0,21.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,False,baja,2,Extremo centrador,3.9397829239960225
ESP-La Liga,2526,Espanyol,Kiké,ESP,FW,35.0,1989.0,37.0,17.0,1734.0,19.3,8.0,1.0,9.0,7.0,1.0,2.0,3.0,0.0,0.42,0.05,0.47,0.36,0.42,19.3,8.0,60.0,27.0,45.0,3.11,1.4,0.13,0.3,1.0,2.0,47.0,50.7,17,75.0,5,20,23.0,1,1.16,28.0,26.0,2.0,0.1,0.85,0.0,33.0,44.0,26.0,17.0,4.0,8.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,2.271794436997422
ESP-La Liga,2526,Espanyol,Pere Milla,ESP,"MF,FW",32.0,1992.0,33.0,24.0,1973.0,21.9,7.0,1.0,8.0,7.0,0.0,0.0,6.0,1.0,0.32,0.05,0.36,0.32,0.36,21.9,7.0,59.0,21.0,35.6,2.69,0.96,0.12,0.33,0.0,0.0,60.0,57.7,24,73.0,1,9,26.0,2,1.33,27.0,23.0,4.0,0.18,1.18,0.0,24.0,38.0,10.0,36.0,18.0,24.0,,,0.0,,,,,,,,,,,,,,,,True,alta,4,Extremo regateador,2.2205586147149274
ESP-La Liga,2526,Espanyol,Roberto Férnandez,ESP,FW,23.0,2002.0,38.0,25.0,2382.0,26.5,7.0,3.0,10.0,6.0,1.0,1.0,3.0,0.0,0.26,0.11,0.38,0.23,0.34,26.5,7.0,59.0,23.0,39.0,2.23,0.87,0.12,0.3,1.0,1.0,63.0,69.6,25,80.0,10,13,30.0,0,1.21,27.0,35.0,-8.0,-0.3,0.04,0.0,40.0,47.0,9.0,9.0,6.0,5.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,1.4213691800511956
ESP-La Liga,2526,Getafe,Adrián Liso,ESP,"FW,MF",20.0,2005.0,28.0,21.0,1702.0,18.9,3.0,0.0,3.0,3.0,0.0,0.0,5.0,1.0,0.16,0.0,0.16,0.16,0.16,18.9,3.0,26.0,10.0,38.5,1.37,0.53,0.12,0.3,0.0,0.0,61.0,49.8,21,75.0,4,7,18.0,6,1.36,13.0,18.0,-5.0,-0.26,-0.21,1.0,39.0,43.0,16.0,42.0,4.0,22.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,3.230652520221025
ESP-La Liga,2526,Getafe,Borja Mayoral,ESP,FW,28.0,1997.0,16.0,12.0,1058.0,11.8,4.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.34,0.09,0.43,0.34,0.43,11.8,4.0,15.0,7.0,46.7,1.28,0.6,0.27,0.57,0.0,1.0,66.0,30.9,12,81.0,6,4,21.0,5,0.94,9.0,15.0,-6.0,-0.51,-0.51,0.0,6.0,7.0,11.0,6.0,4.0,5.0,,,0.0,,,,,,,,,,,,,,,,True,alta,0,Nueve goleador,3.3007007019002854
ESP-La Liga,2526,Getafe,Javier Muñoz,ESP,"MF,FW",30.0,1995.0,17.0,4.0,551.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,13.0,6.0,46.2,2.12,0.98,0.0,0.0,0.0,0.0,32.0,16.1,4,80.0,0,13,18.0,17,1.0,2.0,7.0,-5.0,-0.82,-0.79,0.0,9.0,2.0,0.0,11.0,6.0,5.0,,,0.0,,,,,,,,,,,,,,,,False,baja,3,Extremo de presión,3.538948833744789
ESP-La Liga,2526,Getafe,Luis Vázquez,ARG,FW,24.0,2001.0,17.0,14.0,1194.0,13.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.23,0.08,0.3,0.23,0.3,13.3,3.0,25.0,9.0,36.0,1.88,0.68,0.12,0.33,0.0,0.0,70.0,34.9,14,77.0,2,3,37.0,1,1.59,12.0,7.0,5.0,0.38,0.82,0.0,21.0,32.0,17.0,2.0,4.0,3.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,2.126705795855946
ESP-La Liga,2526,Getafe,Mario Martín,ESP,"MF,FW",21.0,2004.0,35.0,26.0,2125.0,23.6,2.0,1.0,3.0,2.0,0.0,0.0,11.0,0.0,0.08,0.04,0.13,0.08,0.13,23.6,2.0,26.0,6.0,23.1,1.1,0.25,0.08,0.33,0.0,0.0,61.0,62.1,26,71.0,6,9,32.0,0,1.29,19.0,27.0,-8.0,-0.34,-0.48,0.0,71.0,34.0,4.0,13.0,16.0,32.0,,,0.0,,,,,,,,,,,,,,,,True,alta,3,Extremo de presión,2.9750131086590126
ESP-La Liga,2526,Getafe,Martin Satriano,URU,"FW,MF",24.0,2001.0,18.0,18.0,1603.0,17.8,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,0.34,0.06,0.39,0.34,0.39,17.8,6.0,35.0,14.0,40.0,1.97,0.79,0.17,0.43,0.0,0.0,89.0,46.9,18,89.0,14,0,,0,1.5,16.0,13.0,3.0,0.17,0.61,0.0,21.0,31.0,4.0,21.0,9.0,13.0,,,0.0,,,,,,,,,,,,,,,,True,alta,4,Extremo regateador,1.7889851483938586
ESP-La Liga,2526,Getafe,Álex Sancris,ESP,"MF,FW",28.0,1997.0,18.0,5.0,708.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.13,0.13,0.0,0.13,7.9,0.0,13.0,5.0,38.5,1.65,0.64,0.0,0.0,0.0,0.0,39.0,20.7,5,73.0,0,13,26.0,15,0.61,7.0,9.0,-2.0,-0.25,-0.12,1.0,16.0,12.0,8.0,59.0,2.0,5.0,,,0.0,,,,,,,,,,,,,,,,False,baja,2,Extremo centrador,3.6296366508958884
ESP-La Liga,2526,Girona,Bryan Gil,ESP,"MF,FW",24.0,2001.0,29.0,20.0,1578.0,17.5,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.17,0.17,0.0,0.17,17.5,0.0,27.0,7.0,25.9,1.54,0.4,0.0,0.0,0.0,0.0,54.0,46.1,20,69.0,1,9,23.0,2,1.14,19.0,21.0,-2.0,-0.11,0.57,0.0,20.0,37.0,6.0,52.0,9.0,18.0,,,0.0,,,,,,,,,,,,,,,,True,alta,3,Extremo de presión,2.072349017565593
ESP-La Liga,2526,Girona,Claudio Echeverri,ARG,"FW,MF",19.0,2006.0,17.0,5.0,624.0,6.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.14,0.14,0.29,0.14,0.29,6.9,1.0,21.0,7.0,33.3,3.03,1.01,0.05,0.14,0.0,0.0,37.0,18.2,5,63.0,0,12,26.0,1,0.82,9.0,12.0,-3.0,-0.43,-0.01,0.0,8.0,14.0,1.0,15.0,1.0,6.0,,,0.0,,,,,,,,,,,,,,,,False,baja,4,Extremo regateador,2.071064375028499
ESP-La Liga,2526,Girona,Joel Roca,ESP,"MF,FW",20.0,2005.0,32.0,16.0,1473.0,16.4,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,0.18,0.06,0.24,0.18,0.24,16.4,3.0,48.0,16.0,33.3,2.93,0.98,0.06,0.19,0.0,0.0,46.0,43.1,16,70.0,5,16,22.0,2,1.06,17.0,26.0,-9.0,-0.55,-0.23,0.0,13.0,45.0,4.0,33.0,2.0,11.0,,,0.0,,,,,,,,,,,,,,,,True,alta,4,Extremo regateador,2.706868169444993
ESP-La Liga,2526,Girona,Portu,ESP,"FW,MF",33.0,1992.0,10.0,4.0,474.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,9.0,5.0,55.6,1.71,0.95,0.0,0.0,0.0,0.0,47.0,13.9,4,64.0,0,6,36.0,2,0.7,6.0,11.0,-5.0,-0.95,-0.61,0.0,6.0,4.0,3.0,18.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,False,baja,2,Extremo centrador,3.7157491095603548
ESP-La Liga,2526,Girona,Viktor Tsyhankov,UKR,"MF,FW",27.0,1997.0,32.0,31.0,2630.0,29.2,6.0,5.0,11.0,6.0,0.0,0.0,3.0,0.0,0.21,0.17,0.38,0.21,0.38,29.2,6.0,51.0,21.0,41.2,1.75,0.72,0.12,0.29,0.0,0.0,82.0,76.9,31,84.0,18,1,28.0,0,1.09,29.0,39.0,-10.0,-0.34,0.34,0.0,22.0,35.0,5.0,120.0,21.0,22.0,,,0.0,,,,,,,,,,,,,,,,True,alta,2,Extremo centrador,1.9627549762607126
ESP-La Liga,2526,Girona,Vladyslav Vanat,UKR,FW,23.0,2002.0,27.0,27.0,1942.0,21.6,9.0,1.0,10.0,6.0,3.0,3.0,4.0,0.0,0.42,0.05,0.46,0.28,0.32,21.6,9.0,27.0,18.0,66.7,1.25,0.83,0.33,0.5,3.0,3.0,72.0,56.8,27,72.0,7,0,,0,1.37,21.0,26.0,-5.0,-0.23,0.44,0.0,28.0,17.0,20.0,5.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,3.802503386434996
ESP-La Liga,2526,Girona,Yaser Asprilla,COL,"FW,MF",21.0,2003.0,15.0,6.0,611.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,15.0,5.0,33.3,2.21,0.74,0.0,0.0,0.0,0.0,41.0,17.9,6,70.0,2,9,22.0,5,0.93,5.0,14.0,-9.0,-1.33,-1.1,0.0,11.0,8.0,5.0,36.0,5.0,4.0,,,0.0,,,,,,,,,,,,,,,,False,baja,3,Extremo de presión,3.1255855249520232
ESP-La Liga,2526,Levante,Brugui,ESP,"MF,FW",28.0,1996.0,19.0,10.0,1005.0,11.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.09,0.09,0.18,0.09,0.18,11.2,1.0,28.0,9.0,32.1,2.51,0.81,0.04,0.11,0.0,0.0,53.0,29.4,10,74.0,2,9,29.0,1,0.95,12.0,20.0,-8.0,-0.72,-0.49,0.0,11.0,8.0,6.0,11.0,4.0,6.0,,,0.0,,,,,,,,,,,,,,,,True,alta,2,Extremo centrador,2.2410944186924913
ESP-La Liga,2526,Levante,Carlos Espí,ESP,FW,20.0,2005.0,25.0,13.0,1343.0,14.9,11.0,0.0,11.0,11.0,0.0,0.0,3.0,0.0,0.74,0.0,0.74,0.74,0.74,14.9,11.0,57.0,24.0,42.1,3.82,1.61,0.19,0.46,0.0,0.0,54.0,39.3,13,84.0,5,12,21.0,9,1.28,26.0,22.0,4.0,0.27,1.05,0.0,31.0,25.0,10.0,1.0,9.0,7.0,,,0.0,,,,,,,,,,,,,,,,True,alta,0,Nueve goleador,3.2986469124932176
ESP-La Liga,2526,Levante,Iván Romero,ESP,"FW,MF",24.0,2001.0,32.0,28.0,2259.0,25.1,7.0,1.0,8.0,7.0,0.0,1.0,5.0,0.0,0.28,0.04,0.32,0.28,0.32,25.1,7.0,59.0,18.0,30.5,2.35,0.72,0.12,0.39,0.0,1.0,71.0,66.1,28,77.0,4,4,25.0,3,1.16,27.0,31.0,-4.0,-0.16,0.62,0.0,41.0,77.0,7.0,21.0,12.0,22.0,,,0.0,,,,,,,,,,,,,,,,True,alta,4,Extremo regateador,2.39159231215697
ESP-La Liga,2526,Levante,Karl Etta Eyong,CMR,FW,21.0,2003.0,30.0,15.0,1416.0,15.7,6.0,2.0,8.0,6.0,0.0,1.0,3.0,0.0,0.38,0.13,0.51,0.38,0.51,15.7,6.0,43.0,21.0,48.8,2.73,1.33,0.14,0.29,0.0,1.0,47.0,41.4,15,79.0,6,15,15.0,3,1.07,21.0,32.0,-11.0,-0.7,-0.56,0.0,29.0,30.0,6.0,13.0,6.0,11.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,2.2733592934561777
ESP-La Liga,2526,Levante,Paco Cortés,ESP,"MF,FW",17.0,2007.0,12.0,4.0,472.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,12.0,4.0,33.3,2.29,0.76,0.0,0.0,0.0,0.0,39.0,13.8,4,73.0,0,8,23.0,10,1.08,5.0,6.0,-1.0,-0.19,0.21,0.0,6.0,6.0,1.0,20.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,False,baja,2,Extremo centrador,3.1166521658808413
ESP-La Liga,2526,Levante,Víctor García,ESP,"MF,FW",27.0,1997.0,21.0,12.0,1040.0,11.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.17,0.09,0.26,0.17,0.26,11.6,2.0,19.0,8.0,42.1,1.64,0.69,0.11,0.25,0.0,0.0,50.0,30.4,12,68.0,1,9,25.0,8,1.1,13.0,15.0,-2.0,-0.17,0.28,0.0,13.0,11.0,3.0,65.0,7.0,15.0,,,0.0,,,,,,,,,,,,,,,,True,alta,3,Extremo de presión,1.998189733548765
